"year","region","passage","sentence","sentence_low"
"2013","天津","D","In adulthood the things that bring deep joy -- love, marriage, birth -- also bring responsibility and the risk of loss.","in adulthood the things that bring deep joy -- love, marriage, birth -- also bring responsibility and the risk of loss."
"2013","天津","D","For adults, happiness is complicated (复杂的) .","for adults, happiness is complicated (复杂的) ."
"2013","天津","D","My definition for happiness is ""the capacity for enjoyment"".","my definition for happiness is ""the capacity for enjoyment""."
"2013","天津","D","The more we can enjoy what we have, the happier we are.","the more we can enjoy what we have, the happier we are."
"2013","天津","D","It's easy to overlook the pleasure we get from the company of friends, the freedom to live where we please, and even good health.","it's easy to overlook the pleasure we get from the company of friends, the freedom to live where we please, and even good health."
"2013","天津","D","I experienced my little moments of pleasure yesterday.","i experienced my little moments of pleasure yesterday."
"2013","天津","D","First I was overjoyed when I shut the last lunch-box and had the house to myself.","first i was overjoyed when i shut the last lunch-box and had the house to myself."
"2013","天津","D","Then I spent an uninterrupted morning writing, which I love.","then i spent an uninterrupted morning writing, which i love."
"2013","天津","D","When the kids and my husband came home, I enjoyed their noise after the quiet of the day.","when the kids and my husband came home, i enjoyed their noise after the quiet of the day."
"2013","天津","D","Psychologists tell us that to be happy we need a mix of enjoyable leisure time and satisfying work.","psychologists tell us that to be happy we need a mix of enjoyable leisure time and satisfying work."
"2013","天津","D","I don't think that my grandmother, who raised 14 children, had much of either.","i don't think that my grandmother, who raised 14 children, had much of either."
"2013","天津","D","She did have a network of close friends and family, and maybe this is what satisfied her.","she did have a network of close friends and family, and maybe this is what satisfied her."
"2013","天津","D","We, however, with so many choices and such pressure to succeed in every area, have turned happiness into one more thing we've got to have.","we, however, with so many choices and such pressure to succeed in every area, have turned happiness into one more thing we've got to have."
"2013","天津","D","We've so self-conscious about our ""right"" to it that it's making us miserable.","we've so self-conscious about our ""right"" to it that it's making us miserable."
"2013","天津","D","So we chase it and equal it with wealth and success, without noticing that the people who have those things aren't necessarily happier.","so we chase it and equal it with wealth and success, without noticing that the people who have those things aren't necessarily happier."
